rank,word_of_interest,colocate,score,score_normalized,label
293,terrorism,"('perpetrate', 'terrorism')",5.03058916307174,1.162408274793423e-05,1980 - 1985
294,terrorism,"('terrorism', 'past')",5.029489425084826,1.1621541605148255e-05,1980 - 1985
295,terrorism,"('nature', 'terrorism')",5.021162683997049,1.1602301169428428e-05,1980 - 1985
296,terrorism,"('terrorism', 'violate')",5.0013822999902935,1.1556595027855927e-05,1980 - 1985
297,terrorism,"('terrorism', 'conclusion')",4.880942948776588,1.1278298204316324e-05,1980 - 1985
298,terrorism,"('terrorism', 'always')",4.876381634265569,1.1267758465212869e-05,1980 - 1985
299,terrorism,"('remark', 'terrorism')",4.862459542309676,1.1235588963058406e-05,1980 - 1985
300,terrorism,"('message', 'terrorism')",4.810804853854908,1.1116231497470748e-05,1980 - 1985
301,terrorism,"('engaged', 'terrorism')",4.808240909689761,1.111030704246744e-05,1980 - 1985
302,terrorism,"('terrorism', 'sponsor')",4.794816690272122,1.107928796452672e-05,1980 - 1985
303,terrorism,"('terrorism', 'france')",4.7915743176389824,1.1071795878298744e-05,1980 - 1985
304,terrorism,"('terrorism', 'jew')",4.779010720829568,1.1042765423974157e-05,1980 - 1985
305,terrorism,"('terrorism', 'instead')",4.759755328630021,1.0998272370573075e-05,1980 - 1985
306,terrorism,"('terrorism', 'group')",4.756046542493117,1.0989702551899302e-05,1980 - 1985
307,terrorism,"('aggression', 'terrorism')",4.736896532733693,1.0945453003615506e-05,1980 - 1985
308,terrorism,"('joint', 'terrorism')",4.709300574821594,1.0881687570207924e-05,1980 - 1985
309,terrorism,"('expand', 'terrorism')",4.666869865986097,1.0783643771644944e-05,1980 - 1985
310,terrorism,"('terrorism', 'expand')",4.666869865986097,1.0783643771644944e-05,1980 - 1985
311,terrorism,"('terrorism', 'previous')",4.659430466238539,1.0766453697986102e-05,1980 - 1985
312,terrorism,"('terrorism', 'within')",4.645856024677989,1.0735087504714916e-05,1980 - 1985
313,terrorism,"('terrorism', 'northern')",4.644998707323296,1.073310651848266e-05,1980 - 1985
314,terrorism,"('line', 'terrorism')",4.635784673546418,1.071181583311902e-05,1980 - 1985
315,terrorism,"('terrorism', 'various')",4.610135133527724,1.0652547948988786e-05,1980 - 1985
316,terrorism,"('finance', 'terrorism')",4.598122695622405,1.0624791046628151e-05,1980 - 1985
317,terrorism,"('cooperation', 'terrorism')",4.596857547229801,1.0621867693293715e-05,1980 - 1985
318,terrorism,"('terrorism', 'major')",4.59342523541557,1.061393671836175e-05,1980 - 1985
319,terrorism,"('terrorism', 'strike')",4.580590443263132,1.0584279618329082e-05,1980 - 1985
320,terrorism,"('terrorism', 'us')",4.549196634750045,1.0511738566754499e-05,1980 - 1985
321,terrorism,"('terrorism', 'pentagon')",4.53061844687087,1.0468810315964419e-05,1980 - 1985
322,terrorism,"('solution', 'terrorism')",4.513230546622145,1.042863243922829e-05,1980 - 1985
323,terrorism,"('year', 'terrorism')",4.503525989768349,1.0406208311905662e-05,1980 - 1985
324,terrorism,"('firm', 'terrorism')",4.465602760135254,1.0318579856264724e-05,1980 - 1985
325,terrorism,"('us', 'terrorism')",4.376767656131987,1.011331034082992e-05,1980 - 1985
326,terrorism,"('ulster', 'terrorism')",4.272351535628403,9.872038079150972e-06,1980 - 1985
327,terrorism,"('supporter', 'terrorism')",4.235358171491642,9.786558245296361e-06,1980 - 1985
328,terrorism,"('terrorism', 'estimate')",4.210564510998089,9.729268025034114e-06,1980 - 1985
329,terrorism,"('reduce', 'terrorism')",4.1908300131340726,9.683667911662864e-06,1980 - 1985
330,terrorism,"('terrorism', 'reduce')",4.1908300131340726,9.683667911662864e-06,1980 - 1985
331,terrorism,"('involve', 'terrorism')",4.176583019189775,9.650747664918503e-06,1980 - 1985
332,terrorism,"('advocate', 'terrorism')",4.14983062245996,9.588931431628036e-06,1980 - 1985
333,terrorism,"('terrorism', 'full')",4.060146277891417,9.381699592838317e-06,1980 - 1985
334,terrorism,"('terrorism', 'fact')",4.028086295818056,9.307619227211624e-06,1980 - 1985
335,terrorism,"('concerned', 'terrorism')",4.017527369155966,9.283220924493823e-06,1980 - 1985
336,terrorism,"('address', 'terrorism')",3.975367758065495,9.185803546121165e-06,1980 - 1985
337,terrorism,"('terrorism', 'encourage')",3.975367758065495,9.185803546121165e-06,1980 - 1985
338,terrorism,"('terrorism', 'settler')",3.973679335626138,9.18190214182987e-06,1980 - 1985
339,terrorism,"('terrorism', 'central')",3.8673478711515035,8.936204132770536e-06,1980 - 1985
340,terrorism,"('penalty', 'terrorism')",3.8610362099897815,8.921619902327043e-06,1980 - 1985
341,terrorism,"('terrorism', 'drug')",3.8610362099897815,8.921619902327043e-06,1980 - 1985
342,terrorism,"('terrorism', 'western')",3.8456118392302283,8.885979114293701e-06,1980 - 1985
343,terrorism,"('terrorism', 'across')",3.8060815347673733,8.79463722267187e-06,1980 - 1985
344,terrorism,"('terrorism', 'immediate')",3.8060815347673733,8.79463722267187e-06,1980 - 1985
345,terrorism,"('terrorism', 'first')",3.7641304708844494,8.697701730201397e-06,1980 - 1985
346,terrorism,"('terrorism', 'represent')",3.731680457850927,8.622720127759649e-06,1980 - 1985
347,terrorism,"('terrorism', 'came')",3.720534526476267,8.596965444878186e-06,1980 - 1985
348,terrorism,"('meanwhile', 'terrorism')",3.698797003338435,8.546736980676787e-06,1980 - 1985
349,terrorism,"('strategy', 'terrorism')",3.6464258783881407,8.425724059467991e-06,1980 - 1985
350,terrorism,"('terrorism', 'summit')",3.6464258783881407,8.425724059467991e-06,1980 - 1985
351,terrorism,"('terrorism', 'violent')",3.577591571666363,8.266669990194312e-06,1980 - 1985
352,terrorism,"('terrorism', 'schedule')",3.5441280970718703,8.189346602195308e-06,1980 - 1985
353,terrorism,"('warfare', 'terrorism')",3.5441280970718703,8.189346602195308e-06,1980 - 1985
354,terrorism,"('internal', 'terrorism')",3.5400616925900668,8.179950441894635e-06,1980 - 1985
355,terrorism,"('terrorism', 'effect')",3.5400616925900668,8.179950441894635e-06,1980 - 1985
356,terrorism,"('terrorism', 'serious')",3.5349839104881813,8.168217311357643e-06,1980 - 1985
357,terrorism,"('terrorism', 'beginning')",3.494164321138479,8.073896294682152e-06,1980 - 1985
358,terrorism,"('terrorism', 'needs')",3.494164321138479,8.073896294682152e-06,1980 - 1985
359,terrorism,"('terrorism', 'either')",3.4661544147639933,8.009174358760813e-06,1980 - 1985
360,terrorism,"('terrorism', 'although')",3.4629421113844323,8.001751752961557e-06,1980 - 1985
361,terrorism,"('terrorism', 'reflect')",3.4449669200806863,7.960216834415932e-06,1980 - 1985
362,terrorism,"('terrorism', 'simply')",3.4449669200806863,7.960216834415932e-06,1980 - 1985
363,terrorism,"('terrorism', 'play')",3.429766513795377,7.925093556657594e-06,1980 - 1985
364,terrorism,"('time', 'terrorism')",3.408369959822098,7.875652963151808e-06,1980 - 1985
365,terrorism,"('terrorism', 'say')",3.364939324788665,7.775298654926867e-06,1980 - 1985
366,terrorism,"('terrorism', 'side')",3.357881954010204,7.758991328040807e-06,1980 - 1985
367,terrorism,"('group', 'terrorism')",3.3571108822196063,7.757209627725404e-06,1980 - 1985
368,terrorism,"('incident', 'terrorism')",3.352720656684429,7.747065220529998e-06,1980 - 1985
369,terrorism,"('terrorism', 'part')",3.352720656684429,7.747065220529998e-06,1980 - 1985
370,terrorism,"('terrorism', 'news')",3.3333331489651137,7.702266890413944e-06,1980 - 1985
371,terrorism,"('terrorism', 'yugoslavia')",3.3018054009917694,7.629416347581224e-06,1980 - 1985
372,terrorism,"('terrorism', 'like')",3.294822370124413,7.613280796455446e-06,1980 - 1985
373,terrorism,"('today', 'terrorism')",3.286778048195714,7.594692941093169e-06,1980 - 1985
374,terrorism,"('terrorism', 'action')",3.25694476228367,7.525757758186554e-06,1980 - 1985
375,terrorism,"('terrorism', 'contend')",3.255508647115108,7.522439355308922e-06,1980 - 1985
376,terrorism,"('terrorism', 'paris')",3.253283766694932,7.5172983681859365e-06,1980 - 1985
377,terrorism,"('rightist', 'terrorism')",3.209898473785554,7.417048831109043e-06,1980 - 1985
378,terrorism,"('terrorism', 'hold')",3.1851481318930484,7.35985870628031e-06,1980 - 1985
379,terrorism,"('terrorism', 'president')",3.172764004725037,7.331242948901704e-06,1980 - 1985
380,terrorism,"('terrorism', 'terrorist')",3.1659031870211862,7.315389793312398e-06,1980 - 1985
381,terrorism,"('hearing', 'terrorism')",3.1649604235206708,7.313211368363255e-06,1980 - 1985
382,terrorism,"('terrorism', 'got')",3.1649604235206708,7.313211368363255e-06,1980 - 1985
383,terrorism,"('terrorism', 'call')",3.0312020010707883,7.004138430703367e-06,1980 - 1985
384,terrorism,"('terrorism', 'course')",3.0206395897840412,6.979732076132386e-06,1980 - 1985
385,terrorism,"('terrorism', 'olympic')",2.9916557356655273,6.9127596584480255e-06,1980 - 1985
386,terrorism,"('terrorism', 'throughout')",2.9916557356655273,6.9127596584480255e-06,1980 - 1985
387,terrorism,"('terrorism', 'street')",2.9570806462231047,6.8328676840355215e-06,1980 - 1985
388,terrorism,"('terrorism', 'campaign')",2.9214521255786448,6.750541567007749e-06,1980 - 1985
389,terrorism,"('terrorism', 'moscow')",2.872749942752578,6.6380063977017465e-06,1980 - 1985
390,terrorism,"('terrorism', 'government')",2.8690938297440773,6.629558289782582e-06,1980 - 1985
391,terrorism,"('terrorism', 'began')",2.8640483530921177,6.6178998068089225e-06,1980 - 1985
392,terrorism,"('organized', 'terrorism')",2.8280585041729243,6.534738775692856e-06,1980 - 1985
393,terrorism,"('terrorism', 'organized')",2.8280585041729243,6.534738775692856e-06,1980 - 1985
394,terrorism,"('terrorism', 'addition')",2.788587808814965,6.4435346216491435e-06,1980 - 1985
395,terrorism,"('terrorism', 'yet')",2.7251001634283707,6.296834976831666e-06,1980 - 1985
396,terrorism,"('level', 'terrorism')",2.714898790142933,6.273262865619928e-06,1980 - 1985
397,terrorism,"('terrorism', 'country')",2.6530888738879064,6.130439916279219e-06,1980 - 1985
398,terrorism,"('foreign', 'terrorism')",2.6500637922477743,6.1234499200453225e-06,1980 - 1985
399,terrorism,"('opinion', 'terrorism')",2.636098941151351,6.091181615191685e-06,1980 - 1985
400,terrorism,"('terrorism', 'already')",2.628798921815946,6.074313605090766e-06,1980 - 1985
401,terrorism,"('terrorism', 'charged')",2.628798921815946,6.074313605090766e-06,1980 - 1985
402,terrorism,"('terrorism', 'result')",2.6274085279047084,6.071100849416919e-06,1980 - 1985
403,terrorism,"('terrorism', 'last')",2.609705848253128,6.03019561814884e-06,1980 - 1985
404,terrorism,"('conference', 'terrorism')",2.6073508050398377,6.024753866437689e-06,1980 - 1985
405,terrorism,"('politics', 'terrorism')",2.576284315444294,5.952969144203298e-06,1980 - 1985
406,terrorism,"('terrorism', 'assassinate')",2.5675998764328964,5.932902182975593e-06,1980 - 1985
407,terrorism,"('terrorism', 'analyst')",2.5629525780705897,5.922163762689885e-06,1980 - 1985
408,terrorism,"('terrorism', 'criminal')",2.5609599366810807,5.917559405695551e-06,1980 - 1985
409,terrorism,"('terrorism', 'begin')",2.5177721793846244,5.81776631024723e-06,1980 - 1985
410,terrorism,"('terrorism', 'since')",2.4875453482674583,5.747921770229331e-06,1980 - 1985
411,terrorism,"('reason', 'terrorism')",2.470908938993631,5.709480348805565e-06,1980 - 1985
412,terrorism,"('terrorism', 'kind')",2.448807801194665,5.658411687408098e-06,1980 - 1985
413,terrorism,"('terrorism', 'spain')",2.416474142787176,5.583698943296315e-06,1980 - 1985
414,terrorism,"('terrorism', 'turkey')",2.411226887075376,5.571574213445331e-06,1980 - 1985
415,terrorism,"('terrorism', 'nicaragua')",2.399780567672667,5.545125429896659e-06,1980 - 1985
416,terrorism,"('terrorism', 'capital')",2.3550383322907575,5.441740432722831e-06,1980 - 1985
417,terrorism,"('terrorism', 'important')",2.298564271856887,5.3112469397510635e-06,1980 - 1985
418,terrorism,"('terrorism', 'right')",2.2888673885165316,5.288840543463968e-06,1980 - 1985
419,terrorism,"('terrorism', 'noted')",2.2571594735487746,5.215573692325479e-06,1980 - 1985
420,terrorism,"('made', 'terrorism')",2.2333287702817763,5.1605085582551965e-06,1980 - 1985
421,terrorism,"('protest', 'terrorism')",2.208783735931493,5.103792833498146e-06,1980 - 1985
422,terrorism,"('terrorism', 'firm')",2.163064230684459,4.998149678201872e-06,1980 - 1985
423,terrorism,"('terrorism', 'law')",2.1072108367784015,4.869090347083579e-06,1980 - 1985
424,terrorism,"('terrorism', 'take')",2.1049534159131476,4.863874169398617e-06,1980 - 1985
425,terrorism,"('warning', 'terrorism')",2.0725694891954975,4.789045271298111e-06,1980 - 1985
426,terrorism,"('include', 'terrorism')",2.0667955507812152,4.7757035461574895e-06,1980 - 1985
427,terrorism,"('terrorism', 'include')",2.0667955507812152,4.7757035461574895e-06,1980 - 1985
428,terrorism,"('terrorism', 'need')",2.0589856785478533,4.757657429062934e-06,1980 - 1985
429,terrorism,"('blame', 'terrorism')",2.0431749308766047,4.721123847551961e-06,1980 - 1985
430,terrorism,"('terrorism', 'page')",2.0431749308766047,4.721123847551961e-06,1980 - 1985
431,terrorism,"('terrorism', 'police')",2.0392554047598086,4.712067076180373e-06,1980 - 1985
432,terrorism,"('terrorism', 'go')",2.0319342168729246,4.695150152326796e-06,1980 - 1985
433,terrorism,"('terrorism', 'express')",2.0211912021863734,4.670326481056751e-06,1980 - 1985
434,terrorism,"('sentence', 'terrorism')",2.014155426515882,4.654069053558984e-06,1980 - 1985
435,terrorism,"('terrorism', 'senator')",1.9827250312217704,4.5814434616340904e-06,1980 - 1985
436,terrorism,"('report', 'terrorism')",1.9678102190112465,4.546980100448148e-06,1980 - 1985
437,terrorism,"('terrorism', 'threat')",1.9578683412269067,4.52400760035147e-06,1980 - 1985
438,terrorism,"('terrorism', 'stop')",1.9543418364429241,4.515858975589799e-06,1980 - 1985
439,terrorism,"('focus', 'terrorism')",1.9292893107425608,4.45797060062102e-06,1980 - 1985
440,terrorism,"('terrorism', 'effort')",1.919050529926591,4.43431205256934e-06,1980 - 1985
441,terrorism,"('terrorism', 'new')",1.9112124042026366,4.416200650693635e-06,1980 - 1985
442,terrorism,"('terrorism', 'united')",1.8948411519549104,4.378371922358628e-06,1980 - 1985
443,terrorism,"('terrorism', 'protect')",1.8893113778869628,4.36559438293739e-06,1980 - 1985
444,terrorism,"('talk', 'terrorism')",1.8680294227245282,4.316418590634185e-06,1980 - 1985
445,terrorism,"('terrorism', 'television')",1.8680294227245282,4.316418590634185e-06,1980 - 1985
446,terrorism,"('terrorism', 'add')",1.8507385412538726,4.276464893267076e-06,1980 - 1985
447,terrorism,"('purpose', 'terrorism')",1.8475956617500877,4.2692027038426325e-06,1980 - 1985
448,terrorism,"('terrorism', 'public')",1.8474696520994547,4.268911535838545e-06,1980 - 1985
449,terrorism,"('terrorism', 'almost')",1.8469416633772529,4.267691522755007e-06,1980 - 1985
450,terrorism,"('black', 'terrorism')",1.8053411640245027,4.171566072801452e-06,1980 - 1985
451,terrorism,"('terrorism', 'lebanon')",1.7888711577398757,4.1335091554692086e-06,1980 - 1985
452,terrorism,"('terrorism', 'kill')",1.783846678495034,4.121899190788321e-06,1980 - 1985
453,terrorism,"('terrorism', 'official')",1.7700073849600226,4.089921009305161e-06,1980 - 1985
454,terrorism,"('decline', 'terrorism')",1.768933462145375,4.087439517126472e-06,1980 - 1985
455,terrorism,"('terrorism', 'robert')",1.768933462145375,4.087439517126472e-06,1980 - 1985
456,terrorism,"('terrorism', 'open')",1.764495017290054,4.077183690502998e-06,1980 - 1985
457,terrorism,"('terrorism', 'taken')",1.7600670320740477,4.0669520327609336e-06,1980 - 1985
458,terrorism,"('terrorism', 'indicate')",1.7433633515270466,4.028355168938558e-06,1980 - 1985
459,terrorism,"('terrorism', 'reaction')",1.7433633515270466,4.028355168938558e-06,1980 - 1985
460,terrorism,"('terrorism', 'thus')",1.7433633515270466,4.028355168938558e-06,1980 - 1985
461,terrorism,"('terrorism', 'produce')",1.7181106848831083,3.970004332255266e-06,1980 - 1985
462,terrorism,"('terrorism', 'another')",1.706319267604652,3.9427581378797935e-06,1980 - 1985
463,terrorism,"('prevent', 'terrorism')",1.7046087427662302,3.938805662012718e-06,1980 - 1985
464,terrorism,"('cause', 'terrorism')",1.672676183319977,3.8650197293268685e-06,1980 - 1985
465,terrorism,"('terrorism', 'cause')",1.672676183319977,3.8650197293268685e-06,1980 - 1985
466,terrorism,"('terrorism', 'trial')",1.6525537239925052,3.818523161085616e-06,1980 - 1985
467,terrorism,"('terrorism', 'week')",1.6064698417282584,3.7120380470321816e-06,1980 - 1985
468,terrorism,"('terrorism', 'note')",1.5964525150487598,3.6888912086677307e-06,1980 - 1985
469,terrorism,"('describe', 'terrorism')",1.5527002726379568,3.5877937686453566e-06,1980 - 1985
470,terrorism,"('terrorism', 'bring')",1.5344790338265537,3.545690312996776e-06,1980 - 1985
471,terrorism,"('terrorism', 'work')",1.5340300787822754,3.5446529214675486e-06,1980 - 1985
472,terrorism,"('terrorism', 'key')",1.5269891057489078,3.528383484526317e-06,1980 - 1985
473,terrorism,"('terrorism', 'hijack')",1.5265880956582505,3.5274568784518685e-06,1980 - 1985
474,terrorism,"('terrorism', 'see')",1.496352608214834,3.457592336432342e-06,1980 - 1985
475,terrorism,"('terrorism', 'letter')",1.4600429145689362,3.3736922464408273e-06,1980 - 1985
476,terrorism,"('terrorism', 'kidnap')",1.451687221205396,3.3543849112707956e-06,1980 - 1985
477,terrorism,"('interest', 'terrorism')",1.4382694378527385,3.323380705017962e-06,1980 - 1985
478,terrorism,"('terrorism', 'nation')",1.4283321744947122,3.300418867384777e-06,1980 - 1985
479,terrorism,"('subcommittee', 'terrorism')",1.4167609332957811,3.273681429515661e-06,1980 - 1985
480,terrorism,"('terrorism', 'show')",1.3945387160453344,3.2223329922276446e-06,1980 - 1985
481,terrorism,"('control', 'terrorism')",1.3911606544771606,3.2145273722648148e-06,1980 - 1985
482,terrorism,"('terrorism', 'well')",1.357583338112443,3.1369409323419966e-06,1980 - 1985
483,terrorism,"('terrorism', 'following')",1.3537907302331957,3.1281774284282885e-06,1980 - 1985
484,terrorism,"('sikh', 'terrorism')",1.3333079265706576,3.0808482196686426e-06,1980 - 1985
485,terrorism,"('allow', 'terrorism')",1.3121256018167684,3.0319026413772772e-06,1980 - 1985
486,terrorism,"('terrorism', 'present')",1.2960903642499173,2.994850335510573e-06,1980 - 1985
487,terrorism,"('terrorism', 'follow')",1.293083778215153,2.987903076705693e-06,1980 - 1985
488,terrorism,"('assassinate', 'terrorism')",1.2691931530146627,2.932699482210449e-06,1980 - 1985
489,terrorism,"('terrorism', 'may')",1.2549275210413997,2.8997361689416845e-06,1980 - 1985
490,terrorism,"('terrorism', 'seen')",1.2538274631908997,2.897194287053258e-06,1980 - 1985
491,terrorism,"('terrorism', 'struggle')",1.2538274631908997,2.897194287053258e-06,1980 - 1985
492,terrorism,"('terrorism', 'italy')",1.24660535745803,2.8805063103706333e-06,1980 - 1985
493,terrorism,"('terrorism', 'still')",1.2461832928928311,2.879531054138847e-06,1980 - 1985
494,terrorism,"('terrorism', 'raise')",1.1967051615807254,2.7652029160338684e-06,1980 - 1985
495,terrorism,"('opposition', 'terrorism')",1.1878676914158608,2.74478234875064e-06,1980 - 1985
496,terrorism,"('terrorism', 'report')",1.180490269437044,2.7277354858945545e-06,1980 - 1985
497,terrorism,"('terrorism', 'subject')",1.1781227462202595,2.7222648968864957e-06,1980 - 1985
498,terrorism,"('think', 'terrorism')",1.128024104641439,2.60650295799747e-06,1980 - 1985
499,terrorism,"('grow', 'terrorism')",1.1237117450033525,2.596538473988332e-06,1980 - 1985
500,terrorism,"('terrorism', 'held')",1.115761935662169,2.578169006990198e-06,1980 - 1985
501,terrorism,"('say', 'terrorism')",1.1073955388102315,2.5588369394815097e-06,1980 - 1985
502,terrorism,"('terrorism', 'world')",1.1064312271809724,2.5566087236980413e-06,1980 - 1985
503,terrorism,"('terrorism', 'case')",1.1023830525946474,2.547254686855805e-06,1980 - 1985
504,terrorism,"('army', 'terrorism')",1.0869626816993279,2.511623141229531e-06,1980 - 1985
505,terrorism,"('terrorism', 'know')",1.0863996022108022,2.510322044607224e-06,1980 - 1985
506,terrorism,"('terrorism', 'reason')",1.0863996022108022,2.510322044607224e-06,1980 - 1985
507,terrorism,"('terrorism', 'domestic')",1.0712494932451002,2.4753149878691605e-06,1980 - 1985
508,terrorism,"('terrorism', 'years')",1.0458117166868561,2.4165364213729973e-06,1980 - 1985
509,terrorism,"('statement', 'terrorism')",1.0326152405986964,2.3860435854332325e-06,1980 - 1985
510,terrorism,"('policy', 'terrorism')",1.0275387240471971,2.374313379178454e-06,1980 - 1985
511,terrorism,"('terrorism', 'made')",1.0214626921680408,2.36027361265153e-06,1980 - 1985
512,terrorism,"('terrorism', 'washington')",1.005096054554695,2.3224555472607925e-06,1980 - 1985
513,terrorism,"('face', 'terrorism')",0.9913101118913623,2.2906006425802033e-06,1980 - 1985
514,terrorism,"('terrorism', 'improve')",0.9719012767046862,2.24575303150771e-06,1980 - 1985
515,terrorism,"('terrorism', 'libya')",0.970576228315144,2.2426912684366724e-06,1980 - 1985
516,terrorism,"('hijack', 'terrorism')",0.9515929142923518,2.198826900690089e-06,1980 - 1985
517,terrorism,"('terrorism', 'taking')",0.9403684966322725,2.1728908611033327e-06,1980 - 1985
518,terrorism,"('terrorism', 'though')",0.9403684966322725,2.1728908611033327e-06,1980 - 1985
519,terrorism,"('terrorism', 'america')",0.9222695048533112,2.131069879251504e-06,1980 - 1985
520,terrorism,"('brigade', 'terrorism')",0.9146190785150825,2.113392190628996e-06,1980 - 1985
521,terrorism,"('terrorism', 'help')",0.910372099060806,2.103578779315729e-06,1980 - 1985
522,terrorism,"('terrorism', 'agreement')",0.9095977424401473,2.101789488808561e-06,1980 - 1985
523,terrorism,"('terrorism', 'believe')",0.9078780906703239,2.097815923521855e-06,1980 - 1985
524,terrorism,"('intelligence', 'terrorism')",0.9042539090931863,2.089441598928737e-06,1980 - 1985
525,terrorism,"('terrorism', 'dr')",0.8795721289934195,2.0324098984766135e-06,1980 - 1985
526,terrorism,"('terrorism', 'other')",0.8778721098323907,2.0284816978702244e-06,1980 - 1985
527,terrorism,"('responsible', 'terrorism')",0.865853957744831,2.000711591861856e-06,1980 - 1985
528,terrorism,"('terrorism', 'people')",0.8441772703326365,1.9506236995668316e-06,1980 - 1985
529,terrorism,"('terrorism', 'base')",0.8421587063842759,1.945959443829157e-06,1980 - 1985
530,terrorism,"('threaten', 'terrorism')",0.83589527228875,1.9314866507123828e-06,1980 - 1985
531,terrorism,"('terrorism', 'defense')",0.8226551432757674,1.9008929468237793e-06,1980 - 1985
532,terrorism,"('terrorism', 'create')",0.8076622235313256,1.8662491041061377e-06,1980 - 1985
533,terrorism,"('terrorism', 'find')",0.8076622235313256,1.8662491041061377e-06,1980 - 1985
534,terrorism,"('terrorism', 'march')",0.8076622235313256,1.8662491041061377e-06,1980 - 1985
535,terrorism,"('terrorism', 'recognize')",0.7938054686678808,1.8342305750771901e-06,1980 - 1985
536,terrorism,"('terrorism', 'oppose')",0.7801194357251799,1.8026065298093457e-06,1980 - 1985
537,terrorism,"('terrorism', 'expect')",0.7737409995239415,1.7878680036045259e-06,1980 - 1985
538,terrorism,"('terrorism', 'want')",0.7694567254769415,1.777968416414475e-06,1980 - 1985
539,terrorism,"('comment', 'terrorism')",0.7666023191999152,1.771372796361869e-06,1980 - 1985
540,terrorism,"('terrorism', 'guerrilla')",0.7505860045224448,1.734364215240888e-06,1980 - 1985
541,terrorism,"('place', 'terrorism')",0.7409927795089057,1.7121973401966059e-06,1980 - 1985
542,terrorism,"('terrorism', 'europe')",0.7403566907876078,1.7107275425860851e-06,1980 - 1985
543,terrorism,"('terrorism', 'violence')",0.7371994180063961,1.7034320949005508e-06,1980 - 1985
544,terrorism,"('terrorism', 'outside')",0.7141878740479033,1.650259776020924e-06,1980 - 1985
545,terrorism,"('terrorism', 'despite')",0.7014892214552519,1.620917250972801e-06,1980 - 1985
546,terrorism,"('terrorism', 'hand')",0.6987960087372533,1.6146940976845907e-06,1980 - 1985
547,terrorism,"('terrorism', 'percent')",0.6987960087372533,1.6146940976845907e-06,1980 - 1985
548,terrorism,"('terrorism', 'john')",0.6889492261051213,1.5919413320727525e-06,1980 - 1985
549,terrorism,"('syria', 'terrorism')",0.6809486394763451,1.5734545350018258e-06,1980 - 1985
550,terrorism,"('terrorism', 'third')",0.6643387567256189,1.5350744078896302e-06,1980 - 1985
551,terrorism,"('terrorism', 'identify')",0.6522651190948325,1.507176092535423e-06,1980 - 1985
552,terrorism,"('view', 'terrorism')",0.6436432976142266,1.4872538203959734e-06,1980 - 1985
553,terrorism,"('terrorism', 'means')",0.6169521080407954,1.4255790172695508e-06,1980 - 1985
554,terrorism,"('protect', 'terrorism')",0.6054787371040979,1.3990677262770504e-06,1980 - 1985
555,terrorism,"('terrorism', 'discuss')",0.5941517376241268,1.3728946529107102e-06,1980 - 1985
556,terrorism,"('terrorism', 'left')",0.5393683641244209,1.2463077967535427e-06,1980 - 1985
557,terrorism,"('terrorism', 'white')",0.5318235879942956,1.2288742319744892e-06,1980 - 1985
558,terrorism,"('back', 'terrorism')",0.5243451120971265,1.211593865830647e-06,1980 - 1985
559,terrorism,"('terrorism', 'control')",0.5169325966339837,1.194465913155358e-06,1980 - 1985
560,terrorism,"('see', 'terrorism')",0.503037022489023,1.16235768518143e-06,1980 - 1985
561,terrorism,"('terrorism', 'colonel')",0.4691427103460164,1.0840387693918438e-06,1980 - 1985
562,terrorism,"('terrorism', 'region')",0.4691427103460164,1.0840387693918438e-06,1980 - 1985
563,terrorism,"('question', 'terrorism')",0.456087336825878,1.0538719763614596e-06,1980 - 1985
564,terrorism,"('terrorism', 'took')",0.4501758175361843,1.0402123458168237e-06,1980 - 1985
565,terrorism,"('terrorism', 'issue')",0.4433650893150065,1.0244749310031045e-06,1980 - 1985
566,terrorism,"('force', 'terrorism')",0.43702761046981164,1.0098310441497313e-06,1980 - 1985
567,terrorism,"('terrorism', 'university')",0.4317164722686666,9.975587022958147e-07,1980 - 1985
568,terrorism,"('bring', 'terrorism')",0.42267424341483295,9.766650031652459e-07,1980 - 1985
569,terrorism,"('terrorism', 'acts')",0.4202948134872395,9.711669015563344e-07,1980 - 1985
570,terrorism,"('result', 'terrorism')",0.40176084186045014,9.283408203849365e-07,1980 - 1985
571,terrorism,"('go', 'terrorism')",0.3984741517600652,9.207463306631079e-07,1980 - 1985
572,terrorism,"('investigate', 'terrorism')",0.39054314962410297,9.024203211016005e-07,1980 - 1985
573,terrorism,"('terrorism', 'red')",0.38742702882831326,8.952199624937629e-07,1980 - 1985
574,terrorism,"('terrorism', 'today')",0.38718850016714823,8.946687990404859e-07,1980 - 1985
575,terrorism,"('terrorism', 'basque')",0.3820329082154257,8.827558748245054e-07,1980 - 1985
576,terrorism,"('terrorism', 'ask')",0.375931460663788,8.686573808065383e-07,1980 - 1985
577,terrorism,"('terrorism', 'arrest')",0.3652975940453662,8.440859158158346e-07,1980 - 1985
578,terrorism,"('terrorism', 'statement')",0.35915602745873354,8.29894719538265e-07,1980 - 1985
579,terrorism,"('terrorism', 'arab')",0.35708867754723395,8.251177350417746e-07,1980 - 1985
580,terrorism,"('terrorism', 'war')",0.35708867754723395,8.251177350417746e-07,1980 - 1985
581,terrorism,"('terrorism', 'next')",0.35468923668216834,8.195733945559643e-07,1980 - 1985
582,terrorism,"('terrorism', 'carry')",0.35298657001579103,8.156390764114005e-07,1980 - 1985
583,terrorism,"('activity', 'terrorism')",0.34055394187566757,7.869112487971004e-07,1980 - 1985
